type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates,Longitud,Latitud,Profundidad
Feature,nn00725546,4.7,"34 km SE of Mina, Nevada",2020-05-15 17:50:16.941,2021-04-23 20:19:13.254,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725546&format=geojson,15.0,6.1,4.54,green,reviewed,0,349,nn,00725546,",nn00725546,us70009h19,",",nn,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",15.0,0.365,0.1766,48.44,ml,earthquake,"M 4.7 - 34 km SE of Mina, Nevada",Point,"[-117.8295, 38.173, 5.8]",-117.8295,38.173,5.8
Feature,nn00725454,4.8,"36 km SE of Mina, Nevada",2020-05-15 15:23:24.676,2020-08-02 00:31:20.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725454,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725454&format=geojson,14.0,3.8,4.147,green,reviewed,0,360,nn,00725454,",nn00725454,us70009gv1,",",nn,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",14.0,0.385,0.1628,46.65,ml,earthquake,"M 4.8 - 36 km SE of Mina, Nevada",Point,"[-117.8006, 38.1667, 7.6]",-117.8006,38.1667,7.6
Feature,nn00725387,4.2,"28 km SSE of Mina, Nevada",2020-05-15 13:51:37.151,2021-02-11 23:47:41.018,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725387,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725387&format=geojson,5.0,4.1,4.441,green,reviewed,0,273,nn,00725387,",us70009gpz,nn00725385,nn00725387,",",us,nn,nn,",",associate,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",21.0,0.312,0.198,90.57,ml,earthquake,"M 4.2 - 28 km SSE of Mina, Nevada",Point,"[-117.9421, 38.1692, 6.7]",-117.9421,38.1692,6.7
Feature,nn00725367,3.8,"34 km ESE of Mina, Nevada",2020-05-15 13:35:24.791,2020-08-02 00:31:29.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725367,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725367&format=geojson,6.0,4.3,3.654,green,reviewed,0,225,nn,00725367,",us70009gpe,nn00725367,",",us,nn,",",dyfi,losspager,origin,phase-data,shakemap,",22.0,0.364,0.2047,48.05,ml,earthquake,"M 3.8 - 34 km ESE of Mina, Nevada",Point,"[-117.7759, 38.2234, 8.6]",-117.7759,38.2234,8.6
Feature,nn00725345,4.3,"37 km SE of Mina, Nevada",2020-05-15 13:02:12.301,2020-08-02 00:31:33.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725345,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725345&format=geojson,7.0,4.6,3.804,green,reviewed,0,288,nn,00725345,",nn00725345,us70009gn8,",",nn,us,",",dyfi,losspager,origin,phase-data,shakemap,",14.0,0.389,0.167,46.68,ml,earthquake,"M 4.3 - 37 km SE of Mina, Nevada",Point,"[-117.7952, 38.1663, 7.6]",-117.7952,38.1663,7.6
Feature,nn00725312,4.5,"36 km SE of Mina, Nevada",2020-05-15 12:00:41.572,2020-08-02 00:31:39.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725312,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725312&format=geojson,41.0,4.6,4.434,green,reviewed,0,330,nn,00725312,",nn00725312,us70009gkb,",",nn,us,",",dyfi,losspager,origin,phase-data,shakemap,",17.0,0.38,0.1735,47.15,ml,earthquake,"M 4.5 - 36 km SE of Mina, Nevada",Point,"[-117.8104, 38.1667, 6.3]",-117.8104,38.1667,6.3
Feature,nn00725306,4.8,"29 km SSE of Mina, Nevada",2020-05-15 11:52:07.184,2020-08-02 00:31:40.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725306,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725306&format=geojson,18.0,5.4,4.748,green,reviewed,0,364,nn,00725306,",nn00725306,us70009gk8,",",nn,us,",",dyfi,losspager,origin,phase-data,shakemap,",17.0,0.316,0.1775,43.51,ml,earthquake,"M 4.8 - 29 km SSE of Mina, Nevada",Point,"[-117.9831, 38.1469, 5.8]",-117.9831,38.1469,5.8
Feature,nn00725296,4.0,"30 km SSE of Mina, Nevada",2020-05-15 11:30:16.409,2020-08-02 00:31:42.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725296,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725296&format=geojson,13.0,4.1,4.512,green,reviewed,0,251,nn,00725296,",us70009gjq,nn00725296,",",us,nn,",",dyfi,losspager,origin,phase-data,shakemap,",18.0,0.327,0.1651,46.72,ml,earthquake,"M 4.0 - 30 km SSE of Mina, Nevada",Point,"[-117.9888, 38.1337, 5.5]",-117.9888,38.1337,5.5
Feature,nn00725291,5.1,"31 km SE of Mina, Nevada",2020-05-15 11:26:01.747,2020-08-02 00:31:42.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725291,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725291&format=geojson,170.0,6.8,6.428,green,reviewed,0,516,nn,00725291,",nn00725291,us70009gjk,nn00725290,",",nn,us,nn,",",associate,dyfi,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",18.0,0.337,0.2335,49.0,ml,earthquake,"M 5.1 - 31 km SE of Mina, Nevada",Point,"[-117.8711, 38.1811, 6.8]",-117.8711,38.1811,6.8
Feature,nn00725284,4.9,"28 km SSE of Mina, Nevada",2020-05-15 11:18:12.392,2020-08-02 00:31:44.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725284,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725284&format=geojson,234.0,5.3,5.851,green,reviewed,0,493,nn,00725284,",nn00725284,us70009gjc,",",nn,us,",",dyfi,losspager,origin,phase-data,shakemap,",14.0,0.314,0.178,47.97,ml,earthquake,"M 4.9 - 28 km SSE of Mina, Nevada",Point,"[-117.9598, 38.1596, 3.8]",-117.9598,38.1596,3.8
Feature,nn00725279,4.0,"28 km SE of Mina, Nevada",2020-05-15 11:12:37.268,2020-08-02 00:31:45.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725279,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725279&format=geojson,32.0,4.1,4.173,green,reviewed,0,259,nn,00725279,",nn00725279,us70009gj5,",",nn,us,",",dyfi,losspager,origin,phase-data,shakemap,",13.0,0.316,0.2601,83.09,ml,earthquake,"M 4.0 - 28 km SE of Mina, Nevada",Point,"[-117.8787, 38.2029, 6.7]",-117.8787,38.2029,6.7
Feature,nn00725277,4.1,"29 km SSE of Mina, Nevada",2020-05-15 11:09:09.140,2020-08-02 00:31:45.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725277&format=geojson,97.0,4.3,3.87,green,reviewed,0,300,nn,00725277,",nn00725277,us70009nfk,",",nn,us,",",dyfi,losspager,origin,phase-data,shakemap,",10.0,0.318,0.1526,84.4,ml,earthquake,"M 4.1 - 29 km SSE of Mina, Nevada",Point,"[-117.9952, 38.1406, 10.8]",-117.9952,38.1406,10.8
Feature,nn00725272,6.5,"Monte Cristo Range, NV Earthquake",2020-05-15 11:03:27.176,2022-05-01 06:43:42.368,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00725272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00725272&format=geojson,11959.0,6.7,8.052,green,reviewed,0,1320,nn,00725272,",nn00725272,us70009gj8,pt20136000,",",nn,us,pt,",",dyfi,earthquake-name,general-link,general-text,ground-failure,impact-text,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,trump-losspager,trump-shakemap,",27.0,0.357,0.2669,55.79,ml,earthquake,"M 6.5 - Monte Cristo Range, NV Earthquake",Point,"[-117.8497, 38.1689, 2.7]",-117.8497,38.1689,2.7
Feature,us70009fq3,4.4,"31 km NW of Stanley, Idaho",2020-05-14 00:21:52.105,2020-08-24 09:38:14.549,,https://earthquake.usgs.gov/earthquakes/eventpage/us70009fq3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70009fq3&format=geojson,345.0,4.1,4.565,green,reviewed,0,439,us,70009fq3,",us70009fq3,mb80421939,",",us,mb,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.875,1.0,61.0,mwr,earthquake,"M 4.4 - 31 km NW of Stanley, Idaho",Point,"[-115.2139, 44.4149, 12.75]",-115.2139,44.4149,12.75
Feature,ci38488354,4.54,"17km SE of Ocotillo Wells, CA",2020-05-10 22:07:40.370,2020-12-05 14:57:36.984,,https://earthquake.usgs.gov/earthquakes/eventpage/ci38488354,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38488354&format=geojson,4609.0,5.2,6.73,green,reviewed,0,837,ci,38488354,",ci38488354,us70009dtk,",",ci,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",141.0,0.138,0.27,21.0,mw,earthquake,"M 4.5 - 17km SE of Ocotillo Wells, CA",Point,"[-116.0201667, 33.0183333, 10.16]",-116.0201667,33.0183333,10.16
Feature,ci39406880,4.0,"13km SW of Searles Valley, CA",2020-04-27 03:46:00.410,2020-07-11 22:19:10.040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39406880,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39406880&format=geojson,567.0,4.1,5.77,green,reviewed,0,479,ci,39406880,",ci39406880,us60009d29,",",ci,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",81.0,0.1368,0.18,40.0,mw,earthquake,"M 4.0 - 13km SW of Searles Valley, CA",Point,"[-117.4963333, 35.6738333, 8.76]",-117.4963333,35.6738333,8.76
Feature,us700090vm,4.1,"29 km NW of Stanley, Idaho",2020-04-21 05:58:01.548,2020-07-09 14:31:39.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us700090vm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us700090vm&format=geojson,91.0,5.0,4.425,green,reviewed,0,304,us,700090vm,",us700090vm,mb80409629,",",us,mb,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.354,0.5,47.0,mwr,earthquake,"M 4.1 - 29 km NW of Stanley, Idaho",Point,"[-115.1849, 44.4179, 10]",-115.1849,44.4179,10.0
Feature,nc73374265,4.01,"29km SE of Bodie, CA",2020-04-21 05:13:31.300,2020-07-09 14:31:39.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73374265,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73374265&format=geojson,24.0,3.4,5.54,green,reviewed,0,256,nc,73374265,",nc73374265,nn00723255,us700090v9,",",nc,nn,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",52.0,0.2858,0.06,95.0,mw,earthquake,"M 4.0 - 29km SE of Bodie, CA",Point,"[-118.7553333, 38.0443333, 6.84]",-118.7553333,38.0443333,6.84
Feature,uu60378837,4.19,"4 km NE of Magna, Utah",2020-04-16 13:41:29.470,2021-05-05 21:07:02.760,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60378837,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60378837&format=geojson,6933.0,4.6,4.92,green,reviewed,0,730,uu,60378837,",uu60378837,us70008xj0,",",uu,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",52.0,0.02144,0.16,32.0,ml,earthquake,"M 4.2 - 4 km NE of Magna, Utah",Point,"[-112.0621667, 40.7358333, 9.52]",-112.0621667,40.7358333,9.52
Feature,uu60378292,4.17,"4 km NE of Magna, Utah",2020-04-15 02:56:09.370,2022-08-23 04:28:28.914,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60378292,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60378292&format=geojson,7104.0,4.4,4.78,green,reviewed,0,708,uu,60378292,",uu60378292,us70008whe,",",uu,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",60.0,0.01793,0.18,27.0,ml,earthquake,"M 4.2 - 4 km NE of Magna, Utah",Point,"[-112.0576667, 40.7338333, 9.03]",-112.0576667,40.7338333,9.03
Feature,nc73368095,4.03,"29km SE of Bodie, CA",2020-04-11 21:36:45.620,2020-06-30 14:02:59.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73368095,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73368095&format=geojson,4.0,2.7,5.32,green,reviewed,0,251,nc,73368095,",nc73368095,nn00721798,us70008uar,",",nc,nn,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",59.0,0.2818,0.09,90.0,mw,earthquake,"M 4.0 - 29km SE of Bodie, CA",Point,"[-118.7513333, 38.0468333, 6.34]",-118.7513333,38.0468333,6.34
Feature,us70008u2r,4.1,"20 km NW of Stanley, Idaho",2020-04-11 17:57:38.911,2020-06-30 14:02:58.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008u2r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008u2r&format=geojson,27.0,3.4,4.147,green,reviewed,0,268,us,70008u2r,",us70008u2r,mb80402984,",",us,mb,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.299,0.59,28.0,mwr,earthquake,"M 4.1 - 20 km NW of Stanley, Idaho",Point,"[-115.1417, 44.3243, 10]",-115.1417,44.3243,10.0
Feature,nc73367635,3.71,"30km SE of Bodie, CA",2020-04-11 16:57:46.390,2020-06-30 14:02:57.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73367635,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73367635&format=geojson,19.0,3.8,5.25,green,reviewed,0,219,nc,73367635,",nc73367635,nn00721732,us70008u0c,",",nc,nn,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",38.0,0.2815,0.08,96.0,mw,earthquake,"M 3.7 - 30km SE of Bodie, CA",Point,"[-118.7478333, 38.0446667, 7.47]",-118.7478333,38.0446667,7.47
Feature,nc73367575,4.57,"29km SE of Bodie, CA",2020-04-11 16:22:50.940,2021-03-05 23:34:53.941,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73367575,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73367575&format=geojson,81.0,3.4,4.733,green,reviewed,0,349,nc,73367575,",nc73367575,nn00721656,us70008tza,",",nc,nn,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",62.0,0.2888,0.1,89.0,mw,earthquake,"M 4.6 - 29km SE of Bodie, CA",Point,"[-118.758, 38.0421667, 8.94]",-118.758,38.0421667,8.94
Feature,nc73367270,5.24,"30km SE of Bodie, CA",2020-04-11 14:36:37.040,2022-03-28 03:36:16.858,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73367270,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73367270&format=geojson,1739.0,6.0,6.76,green,reviewed,0,1022,nc,73367270,",nn00721575,nc73367270,us70008tvv,",",nn,nc,us,",",dyfi,focal-mechanism,ground-failure,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",46.0,0.268,0.06,97.0,mw,earthquake,"M 5.2 - 30km SE of Bodie, CA",Point,"[-118.7333333, 38.0525, 8.45]",-118.7333333,38.0525,8.45
Feature,nc73364330,4.05,"16km WSW of Toms Place, CA",2020-04-05 19:20:46.230,2020-06-26 12:03:50.594,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73364330,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73364330&format=geojson,449.0,4.3,5.12,green,reviewed,0,445,nc,73364330,",us70008pfi,nc73364330,nn00721186,",",us,nc,nn,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",42.0,0.06548,0.05,89.0,mw,earthquake,"M 4.1 - 16km WSW of Toms Place, CA",Point,"[-118.8526667, 37.5271667, 7.82]",-118.8526667,37.5271667,7.82
Feature,ci39126079,4.87,"17km ESE of Anza, CA",2020-04-04 01:53:18.920,2022-10-26 08:29:03.019,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39126079,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39126079&format=geojson,14102.0,4.8,6.52,green,reviewed,1,845,ci,39126079,",ci39126079,at00q88qkv,us70008n9b,",",ci,at,us,",",dyfi,focal-mechanism,impact-link,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",175.0,0.07088,0.22,23.0,mw,earthquake,"M 4.9 - 17km ESE of Anza, CA",Point,"[-116.5063333, 33.4895, 10.45]",-116.5063333,33.4895,10.45
Feature,us70008mzy,4.0,"20 km NW of Stanley, Idaho",2020-04-03 20:21:45.800,2020-06-21 00:54:52.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008mzy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008mzy&format=geojson,313.0,2.7,4.138,green,reviewed,0,331,us,70008mzy,",us70008mzy,mb80393464,",",us,mb,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.931,1.12,64.0,mwr,earthquake,"M 4.0 - 20 km NW of Stanley, Idaho",Point,"[-115.1512, 44.3263, 10]",-115.1512,44.3263,10.0
Feature,us70008kf3,3.9,"28 km NW of Stanley, Idaho",2020-04-01 13:30:08.294,2020-06-21 00:54:32.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008kf3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008kf3&format=geojson,43.0,4.8,4.141,green,reviewed,0,255,us,70008kf3,",us70008kf3,mb80388489,",",us,mb,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.906,0.53,21.0,mwr,earthquake,"M 3.9 - 28 km NW of Stanley, Idaho",Point,"[-115.2172, 44.3727, 10]",-115.2172,44.3727,10.0
Feature,us70008jzf,3.8,"26 km NW of Stanley, Idaho",2020-04-01 05:07:21.751,2020-06-21 00:54:29.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008jzf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008jzf&format=geojson,8.0,4.8,3.855,green,reviewed,0,226,us,70008jzf,",us70008jzf,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.92,0.95,52.0,mwr,earthquake,"M 3.8 - 26 km NW of Stanley, Idaho",Point,"[-115.1291, 44.4085, 10]",-115.1291,44.4085,10.0
Feature,us70008juh,4.0,"18 km NW of Stanley, Idaho",2020-04-01 02:23:26.699,2020-06-21 00:54:27.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008juh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008juh&format=geojson,20.0,5.3,3.93,green,reviewed,0,257,us,70008juh,",us70008juh,mb80387449,",",us,mb,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.915,0.46,48.0,mwr,earthquake,"M 4.0 - 18 km NW of Stanley, Idaho",Point,"[-115.1185, 44.3232, 13.89]",-115.1185,44.3232,13.89
Feature,us70008jtv,4.4,"23 km NW of Stanley, Idaho",2020-04-01 02:09:04.810,2020-06-21 00:54:27.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008jtv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008jtv&format=geojson,33.0,4.9,4.922,green,reviewed,0,314,us,70008jtv,",us70008jtv,mb80387424,",",us,mb,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.951,0.75,37.0,mwr,earthquake,"M 4.4 - 23 km NW of Stanley, Idaho",Point,"[-115.167, 44.3437, 6.51]",-115.167,44.3437,6.51
Feature,us70008js1,4.8,"21 km WNW of Stanley, Idaho",2020-04-01 00:27:41.034,2020-06-21 00:54:27.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008js1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008js1&format=geojson,533.0,6.6,5.691,green,reviewed,0,706,us,70008js1,",ak020485mtmv,us70008js1,mb80387309,",",ak,us,mb,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.935,0.81,39.0,mww,earthquake,"M 4.8 - 21 km WNW of Stanley, Idaho",Point,"[-115.1673, 44.3232, 10]",-115.1673,44.3232,10.0
Feature,us70008jr5,6.5,"Stanley, Idaho",2020-03-31 23:52:30.781,2023-04-07 21:28:14.486,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008jr5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008jr5&format=geojson,23508.0,7.6,8.185,green,reviewed,0,1410,us,70008jr5,",us70008jr5,pt20091001,at00q830zi,uu60371877,mb80387294,",",us,pt,at,uu,mb,",",dyfi,earthquake-name,finite-fault,general-link,general-text,ground-failure,impact-text,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,0.885,0.66,31.0,mww,earthquake,"M 6.5 - Stanley, Idaho",Point,"[-115.1175, 44.4646, 12.06]",-115.1175,44.4646,12.06
Feature,us70008ggn,5.0,"41 km W of Mentone, Texas",2020-03-26 15:16:27.940,2022-03-12 03:36:18.253,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008ggn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008ggn&format=geojson,1464.0,5.3,5.493,green,reviewed,0,915,us,70008ggn,",us70008ggn,",",us,",",dyfi,general-text,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",,0.218,0.64,25.0,mww,earthquake,"M 5.0 - 41 km W of Mentone, Texas",Point,"[-104.0419, 31.7168, 9.51]",-104.0419,31.7168,9.51
Feature,nc73358970,4.06,"2km NNW of The Geysers, CA",2020-03-25 11:57:38.000,2020-06-13 18:44:54.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73358970,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73358970&format=geojson,243.0,4.3,4.83,green,reviewed,0,358,nc,73358970,",nc73358970,us70008fr9,",",nc,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",104.0,0.01108,0.08,48.0,mw,earthquake,"M 4.1 - 2km NNW of The Geysers, CA",Point,"[-122.765, 38.7903333, 2.15]",-122.765,38.7903333,2.15
Feature,ci39111991,4.32,"21km N of Searles Valley, CA",2020-03-23 05:53:57.260,2020-06-06 20:54:09.040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39111991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39111991&format=geojson,188.0,4.1,5.84,green,reviewed,0,364,ci,39111991,",ci39111991,us70008ed4,",",ci,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",40.0,0.09128,0.18,52.0,mw,earthquake,"M 4.3 - 21km N of Searles Valley, CA",Point,"[-117.363, 35.9555, 0.94]",-117.363,35.9555,0.94
Feature,uu60369062,3.94,"8 km NNE of Magna, Utah",2020-03-23 01:17:15.310,2021-03-22 12:37:14.119,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60369062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60369062&format=geojson,4434.0,3.9,4.73,green,reviewed,0,629,uu,60369062,",uu60369062,us70008eak,",",uu,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",44.0,0.01894,0.19,52.0,ml,earthquake,"M 3.9 - 8 km NNE of Magna, Utah",Point,"[-112.053, 40.779, 9.98]",-112.053,40.779,9.98
Feature,nc73357410,4.78,"47km WNW of Petrolia, CA",2020-03-22 16:27:38.070,2020-06-06 20:54:06.040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73357410,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73357410&format=geojson,455.0,3.8,3.76,green,reviewed,1,524,nc,73357410,",nc73357410,at00q7lse2,us70008e3r,",",nc,at,us,",",dyfi,focal-mechanism,impact-link,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",117.0,0.3769,0.16,227.0,mw,earthquake,"M 4.8 - 47km WNW of Petrolia, CA",Point,"[-124.827, 40.4251667, 12.4]",-124.827,40.4251667,12.4
Feature,nn00719663,4.5,"5 km NE of Indian Hills, Nevada",2020-03-21 01:33:35.369,2021-08-19 14:27:00.405,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00719663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00719663&format=geojson,4944.0,5.2,5.595,green,reviewed,0,832,nn,00719663,",us70008dbv,nn00719663,",",us,nn,",",dyfi,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",31.0,0.029,0.1334,28.07,ml,earthquake,"M 4.5 - 5 km NE of Indian Hills, Nevada",Point,"[-119.7361, 39.1112, 8.4]",-119.7361,39.1112,8.4
Feature,nc73355700,5.21,"15km W of Petrolia, CA",2020-03-18 22:08:20.920,2023-01-01 19:02:31.265,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73355700,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73355700&format=geojson,1489.0,6.4,5.89,green,reviewed,1,1058,nc,73355700,",at00q7ethv,nc73355700,us70008bvk,",",at,nc,us,",",dyfi,ground-failure,impact-link,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",34.0,0.105,0.16,248.0,mw,earthquake,"M 5.2 - 15km W of Petrolia, CA",Point,"[-124.4561667, 40.3475, 28.61]",-124.4561667,40.3475,28.61
Feature,uu60364832,4.57,"5 km NE of Magna, Utah",2020-03-18 19:12:23.610,2023-04-25 22:31:43.666,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60364832,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60364832&format=geojson,3147.0,5.2,5.59,green,reviewed,0,841,uu,60364832,",uu60364832,us70008bq9,",",uu,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",39.0,0.02976,0.21,47.0,mw,earthquake,"M 4.6 - 5 km NE of Magna, Utah",Point,"[-112.059, 40.751, 10.65]",-112.059,40.751,10.65
Feature,uu60363822,4.59,"6 km NNE of Magna, Utah",2020-03-18 14:02:12.830,2020-06-06 20:53:47.040,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60363822,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60363822&format=geojson,1406.0,6.0,4.65,green,reviewed,0,924,uu,60363822,",us60008ht8,uu60363822,",",us,uu,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",21.0,0.03587,0.19,58.0,mw,earthquake,"M 4.6 - 6 km NNE of Magna, Utah",Point,"[-112.0693333, 40.7605, 9.07]",-112.0693333,40.7605,9.07
