type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates,Longitud,Latitud,Profundidad
Feature,us6000dht9,5.4,"30 km ENE of Namie, Japan",2021-02-15 12:26:17.164,2021-07-25 18:15:15.052,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000dht9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000dht9&format=geojson,2.0,3.1,3.834,green,reviewed,0,449,us,6000dht9,",us6000dht9,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.602,0.59,40.0,mww,earthquake,"M 5.4 - 30 km ENE of Namie, Japan",Point,"[141.3336, 37.5475, 30.18]",141.3336,37.5475,30.18
Feature,us6000dhf6,5.4,"71 km ENE of Namie, Japan",2021-02-13 14:51:41.261,2021-04-23 21:04:29.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000dhf6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000dhf6&format=geojson,6.0,4.1,3.362,green,reviewed,0,451,us,6000dhf6,",us6000dhf6,",",us,",",dyfi,losspager,origin,phase-data,shakemap,",,3.063,1.13,46.0,mb,earthquake,"M 5.4 - 71 km ENE of Namie, Japan",Point,"[141.7615, 37.6932, 45.1]",141.7615,37.6932,45.1
Feature,us6000d7ml,5.9,"84 km NW of Yoichi, Japan",2021-01-12 02:39:43.421,2021-03-20 21:24:30.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000d7ml,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000d7ml&format=geojson,6.0,6.4,3.663,green,reviewed,0,539,us,6000d7ml,",us6000d7ml,pt21012000,at00qmsve7,",",us,pt,at,",",dyfi,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,1.929,0.72,22.0,mww,earthquake,"M 5.9 - 84 km NW of Yoichi, Japan",Point,"[139.9863, 43.7004, 214]",139.9863,43.7004,214.0
Feature,us7000csqe,6.3,"100 km ENE of Hachinohe, Japan",2020-12-20 17:23:22.668,2022-12-11 22:20:18.260,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000csqe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000csqe&format=geojson,47.0,5.3,4.75,green,reviewed,0,636,us,7000csqe,",us7000csqe,usauto7000csqe,pt20355000,at00qlneyz,",",us,usauto,pt,at,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,1.153,1.07,33.0,mww,earthquake,"M 6.3 - 100 km ENE of Hachinohe, Japan",Point,"[142.5814, 40.8667, 35]",142.5814,40.8667,35.0
Feature,us7000cqhy,5.5,"53 km N of Miyako, Japan",2020-12-12 07:18:54.231,2021-02-20 16:11:27.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000cqhy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000cqhy&format=geojson,15.0,5.3,3.861,green,reviewed,0,473,us,7000cqhy,",us7000cqhy,usauto7000cqhy,pt20347000,",",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,1.008,0.66,69.0,mww,earthquake,"M 5.5 - 53 km N of Miyako, Japan",Point,"[142.0551, 40.1213, 44]",142.0551,40.1213,44.0
Feature,us6000crfr,5.5,"37 km ESE of Takahagi, Japan",2020-11-22 10:05:53.849,2022-02-16 09:35:16.987,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000crfr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000crfr&format=geojson,122.0,6.0,3.878,green,reviewed,0,539,us,6000crfr,",us6000crfr,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.823,0.72,86.0,mww,earthquake,"M 5.5 - 37 km ESE of Takahagi, Japan",Point,"[141.1105, 36.5889, 33]",141.1105,36.5889,33.0
Feature,us7000cd9a,5.7,"Volcano Islands, Japan region",2020-11-11 05:17:56.078,2021-01-27 17:28:34.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000cd9a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000cd9a&format=geojson,,,3.195,green,reviewed,0,500,us,7000cd9a,",us7000cd9a,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",,1.695,0.91,44.0,mww,earthquake,"M 5.7 - Volcano Islands, Japan region",Point,"[142.75, 25.4713, 10]",142.75,25.4713,10.0
Feature,us7000cbni,5.8,"Volcano Islands, Japan region",2020-11-07 01:10:32.071,2021-01-23 22:25:32.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000cbni,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000cbni&format=geojson,,,3.097,green,reviewed,0,518,us,7000cbni,",pt20312001,at00qjej9j,us7000cbni,",",pt,at,us,",",internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,8.085,1.0,41.0,mww,earthquake,"M 5.8 - Volcano Islands, Japan region",Point,"[143.6051, 25.71, 16]",143.6051,25.71,16.0
Feature,us7000cb99,5.5,"157 km ENE of Hachinohe, Japan",2020-11-06 08:56:38.063,2021-01-23 22:25:31.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000cb99,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000cb99&format=geojson,7.0,3.8,3.131,green,reviewed,0,468,us,7000cb99,",us7000cb99,pt20311000,",",us,pt,",",dyfi,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,1.026,0.74,114.0,mww,earthquake,"M 5.5 - 157 km ENE of Hachinohe, Japan",Point,"[143.255, 40.9903, 12]",143.255,40.9903,12.0
Feature,us6000c54x,5.8,"193 km SSE of Katsuura, Japan",2020-10-03 09:31:31.262,2020-12-12 22:28:37.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000c54x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000c54x&format=geojson,4.0,4.1,3.426,green,reviewed,0,519,us,6000c54x,",us6000c54x,pt20277000,",",us,pt,",",dyfi,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,1.01,0.77,15.0,mww,earthquake,"M 5.8 - 193 km SSE of Katsuura, Japan",Point,"[140.9412, 33.4766, 28.85]",140.9412,33.4766,28.85
Feature,us7000bm9m,6.1,"58 km SE of ?funato, Japan",2020-09-12 02:44:11.224,2022-12-11 22:42:12.155,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000bm9m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000bm9m&format=geojson,49.0,5.3,4.152,green,reviewed,0,598,us,7000bm9m,",us7000bm9m,at00qgiy9o,pt20256001,",",us,at,pt,",",dyfi,ground-failure,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,2.232,0.97,47.0,mww,earthquake,"M 6.1 - 58 km SE of ?funato, Japan",Point,"[142.2446, 38.7482, 34]",142.2446,38.7482,34.0
Feature,us6000b9t8,5.3,"101 km ENE of Hasaki, Japan",2020-08-05 17:54:02.336,2021-10-17 08:42:38.781,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000b9t8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000b9t8&format=geojson,19.0,3.4,3.181,green,reviewed,0,439,us,6000b9t8,",us6000b9t8,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.495,0.92,71.0,mww,earthquake,"M 5.3 - 101 km ENE of Hasaki, Japan",Point,"[141.8415, 36.1405, 28]",141.8415,36.1405,28.0
Feature,us6000b6i4,5.8,"Izu Islands, Japan region",2020-07-30 00:35:56.884,2020-10-10 17:11:01.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000b6i4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000b6i4&format=geojson,6.0,2.0,3.063,green,reviewed,0,519,us,6000b6i4,",us6000b6i4,pt20212000,at00qe9azz,",",us,pt,at,",",dyfi,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,2.986,0.84,15.0,mww,earthquake,"M 5.8 - Izu Islands, Japan region",Point,"[141.7721, 30.6287, 14.25]",141.7721,30.6287,14.25
Feature,us7000aiyp,5.7,"Izu Islands, Japan region",2020-07-06 18:19:09.971,2020-09-11 22:14:21.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000aiyp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000aiyp&format=geojson,,,2.025,green,reviewed,0,500,us,7000aiyp,",us7000aiyp,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",,2.118,0.69,35.0,mww,earthquake,"M 5.7 - Izu Islands, Japan region",Point,"[138.1263, 31.5275, 388.56]",138.1263,31.5275,388.56
Feature,us7000ae89,5.3,"191 km SE of Katsuura, Japan",2020-06-29 09:52:49.620,2020-09-05 17:35:32.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ae89,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ae89&format=geojson,,,0.0,green,reviewed,0,432,us,7000ae89,",pt20181003,us7000ae89,",",pt,us,",",internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,1.775,1.07,70.0,mww,earthquake,"M 5.3 - 191 km SE of Katsuura, Japan",Point,"[141.7348, 33.8765, 10]",141.7348,33.8765,10.0
Feature,us7000aabt,5.9,"36 km SE of Hasaki, Japan",2020-06-24 19:47:45.011,2022-03-10 05:25:39.141,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000aabt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000aabt&format=geojson,321.0,5.6,5.188,green,reviewed,0,715,us,7000aabt,",us7000aabt,pt20176004,at00qcg4bl,",",us,pt,at,",",dyfi,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,0.642,0.97,33.0,mww,earthquake,"M 5.9 - 36 km SE of Hasaki, Japan",Point,"[141.0738, 35.4711, 29.05]",141.0738,35.4711,29.05
Feature,us6000abcq,6.6,"130 km WNW of Naze, Japan",2020-06-13 15:51:24.069,2020-08-22 19:14:49.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000abcq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000abcq&format=geojson,138.0,4.6,4.353,green,reviewed,1,734,us,6000abcq,",at00qbvg1n,pt20165054,us6000abcq,",",at,pt,us,",",dyfi,ground-failure,impact-link,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,2.015,1.04,18.0,mww,earthquake,"M 6.6 - 130 km WNW of Naze, Japan",Point,"[128.2713, 28.8591, 165]",128.2713,28.8591,165.0
Feature,us6000a2rt,5.6,"69 km SE of Obihiro, Japan",2020-05-30 18:13:48.078,2020-08-15 20:19:54.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000a2rt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000a2rt&format=geojson,8.0,4.1,4.16,green,reviewed,0,486,us,6000a2rt,",us6000a2rt,pt20151001,",",us,pt,",",dyfi,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,1.862,0.92,35.0,mww,earthquake,"M 5.6 - 69 km SE of Obihiro, Japan",Point,"[143.8087, 42.4803, 89]",143.8087,42.4803,89.0
Feature,us700099s8,5.6,"6 km SE of Hasaki, Japan",2020-05-04 13:07:48.414,2020-07-21 19:11:32.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us700099s8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us700099s8&format=geojson,110.0,4.5,3.867,green,reviewed,0,532,us,700099s8,",us700099s8,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.593,0.68,100.0,mww,earthquake,"M 5.6 - 6 km SE of Hasaki, Japan",Point,"[140.8749, 35.6865, 42.42]",140.8749,35.6865,42.42
Feature,us700099b2,5.9,"139 km WSW of Kushikino, Japan",2020-05-03 11:54:24.575,2020-07-18 21:57:31.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us700099b2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us700099b2&format=geojson,22.0,3.8,4.067,green,reviewed,0,544,us,700099b2,",us700099b2,pt20124004,at00q9r7qt,",",us,pt,at,",",dyfi,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,1.382,0.46,22.0,mww,earthquake,"M 5.9 - 139 km WSW of Kushikino, Japan",Point,"[128.8393, 31.404, 10]",128.8393,31.404,10.0
Feature,us7000903m,6.3,"31 km SE of ?funato, Japan",2020-04-19 20:39:05.639,2022-12-11 22:37:10.101,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000903m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000903m&format=geojson,44.0,6.3,5.273,green,reviewed,0,638,us,7000903m,",us7000903m,pt20110001,at00q91yp4,",",us,pt,at,",",dyfi,ground-failure,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,2.025,1.18,34.0,mww,earthquake,"M 6.3 - 31 km SE of ?funato, Japan",Point,"[142.0049, 38.8953, 38]",142.0049,38.8953,38.0
Feature,us70008za4,5.7,"Bonin Islands, Japan region",2020-04-18 09:24:18.247,2020-07-09 14:31:25.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008za4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008za4&format=geojson,,,0.0,green,reviewed,0,500,us,70008za4,",us70008za4,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",,1.886,0.99,28.0,mww,earthquake,"M 5.7 - Bonin Islands, Japan region",Point,"[140.0712, 27.2034, 473.69]",140.0712,27.2034,473.69
Feature,us70008z89,6.6,"Bonin Islands, Japan region",2020-04-18 08:25:37.052,2020-07-09 14:31:24.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008z89,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008z89&format=geojson,41.0,3.8,0.0,green,reviewed,1,686,us,70008z89,",at00q8z62q,pt20109000,us70008z89,",",at,pt,us,",",dyfi,impact-link,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,1.827,0.85,28.0,mww,earthquake,"M 6.6 - Bonin Islands, Japan region",Point,"[140.1349, 27.1264, 453]",140.1349,27.1264,453.0
Feature,us70008wke,5.0,"100 km ESE of Nago, Japan",2020-04-15 07:19:04.792,2022-08-08 21:53:39.272,,https://earthquake.usgs.gov/earthquakes/eventpage/us70008wke,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70008wke&format=geojson,3.0,4.7,2.917,green,reviewed,0,386,us,70008wke,",us70008wke,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.803,1.06,39.0,mww,earthquake,"M 5.0 - 100 km ESE of Nago, Japan",Point,"[128.9238, 26.281, 10]",128.9238,26.281,10.0
Feature,us70007rty,5.3,"Bonin Islands, Japan region",2020-02-17 12:54:53.982,2020-05-02 22:10:08.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70007rty,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007rty&format=geojson,,,0.0,green,reviewed,0,432,us,70007rty,",us70007rty,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",,1.557,0.94,33.0,mww,earthquake,"M 5.3 - Bonin Islands, Japan region",Point,"[142.6583, 28.6016, 10]",142.6583,28.6016,10.0
Feature,us60007huu,5.4,"35 km NE of Nemuro, Japan",2020-01-28 01:36:03.649,2020-04-11 18:21:00.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us60007huu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60007huu&format=geojson,21.0,4.1,4.039,green,reviewed,0,457,us,60007huu,",us60007huu,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,2.473,0.44,65.0,mww,earthquake,"M 5.4 - 35 km NE of Nemuro, Japan",Point,"[145.911, 43.5274, 91]",145.911,43.5274,91.0
Feature,us70006ttf,5.7,"38 km ENE of Hasaki, Japan",2020-01-02 18:23:53.135,2020-03-21 17:13:04.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70006ttf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006ttf&format=geojson,133.0,4.5,4.11,green,reviewed,0,560,us,70006ttf,",us70006ttf,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.912,1.03,61.0,mww,earthquake,"M 5.7 - 38 km ENE of Hasaki, Japan",Point,"[141.249, 35.8098, 31]",141.249,35.8098,31.0
Feature,us60006ptp,5.8,"Izu Islands, Japan region",2019-12-10 17:05:02.138,2020-03-04 21:26:51.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us60006ptp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60006ptp&format=geojson,1.0,2.7,0.0,green,reviewed,0,518,us,60006ptp,",us60006ptp,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,2.88,0.73,14.0,mww,earthquake,"M 5.8 - Izu Islands, Japan region",Point,"[141.7195, 30.7269, 11]",141.7195,30.7269,11.0
Feature,us70006eaz,5.4,"off the east coast of Honshu, Japan",2019-11-29 04:01:40.285,2020-02-19 18:58:19.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70006eaz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006eaz&format=geojson,,,3.111,green,reviewed,0,449,us,70006eaz,",us70006eaz,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",,2.212,0.9,26.0,mww,earthquake,"M 5.4 - off the east coast of Honshu, Japan",Point,"[143.017, 39.1619, 19]",143.017,39.1619,19.0
Feature,us70006c7b,5.2,"31 km NE of Shikotan, Russia",2019-11-23 12:58:06.079,2022-08-08 16:58:35.397,,https://earthquake.usgs.gov/earthquakes/eventpage/us70006c7b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006c7b&format=geojson,2.0,3.8,4.772,green,reviewed,0,417,us,70006c7b,",us70006c7b,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,3.19,0.83,77.0,mww,earthquake,"M 5.2 - 31 km NE of Shikotan, Russia",Point,"[147.0148, 43.9932, 10]",147.0148,43.9932,10.0
Feature,us70005u7t,5.3,"89 km NE of Otrada, Russia",2019-10-14 23:14:52.575,2019-12-28 20:45:46.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70005u7t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70005u7t&format=geojson,,,3.919,green,reviewed,0,432,us,70005u7t,",us70005u7t,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",,2.966,0.74,29.0,mww,earthquake,"M 5.3 - 89 km NE of Otrada, Russia",Point,"[146.6684, 44.628, 100.77]",146.6684,44.628,100.77
Feature,us700059ee,5.9,"141 km ENE of Hachinohe, Japan",2019-08-28 23:46:40.132,2019-11-15 17:19:45.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us700059ee,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us700059ee&format=geojson,17.0,4.1,3.534,green,reviewed,0,543,us,700059ee,",us700059ee,",",us,",",dyfi,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",,0.953,0.69,30.0,mww,earthquake,"M 5.9 - 141 km ENE of Hachinohe, Japan",Point,"[142.9955, 41.0682, 23.77]",142.9955,41.0682,23.77
Feature,us600057eb,5.4,"139 km ESE of Naze, Japan",2019-08-20 12:52:22.010,2019-11-08 22:13:35.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us600057eb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600057eb&format=geojson,,,3.411,green,reviewed,0,449,us,600057eb,",us600057eb,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",,2.173,0.69,38.0,mww,earthquake,"M 5.4 - 139 km ESE of Naze, Japan",Point,"[130.8348, 27.9741, 10]",130.8348,27.9741,10.0
Feature,us6000559v,5.4,"19 km NW of Misawa, Japan",2019-08-15 05:32:53.142,2020-07-12 09:47:00.504,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000559v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000559v&format=geojson,24.0,6.0,4.887,green,reviewed,0,463,us,6000559v,",us6000559v,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.141,0.87,19.0,mww,earthquake,"M 5.4 - 19 km NW of Misawa, Japan",Point,"[141.2441, 40.8275, 86]",141.2441,40.8275,86.0
Feature,us600050if,6.3,"61 km ENE of Namie, Japan",2019-08-04 10:23:03.726,2020-07-10 17:33:19.457,,https://earthquake.usgs.gov/earthquakes/eventpage/us600050if,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us600050if&format=geojson,323.0,7.1,4.86,green,reviewed,0,840,us,600050if,",us600050if,",",us,",",dyfi,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",,0.653,0.78,32.0,mww,earthquake,"M 6.3 - 61 km ENE of Namie, Japan",Point,"[141.6031, 37.7594, 38]",141.6031,37.7594,38.0
Feature,us60004x4m,5.8,"246 km SSE of Tateyama, Japan",2019-07-29 20:37:43.551,2019-10-11 20:12:50.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us60004x4m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60004x4m&format=geojson,82.0,3.8,3.94,green,reviewed,0,549,us,60004x4m,",us60004x4m,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.692,0.81,30.0,mww,earthquake,"M 5.8 - 246 km SSE of Tateyama, Japan",Point,"[140.569, 32.8383, 59.14]",140.569,32.8383,59.14
Feature,us60004wjb,6.3,"138 km ESE of Shing?, Japan",2019-07-27 18:31:07.540,2019-10-11 20:12:42.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us60004wjb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60004wjb&format=geojson,284.0,6.2,3.194,green,reviewed,0,787,us,60004wjb,",us60004wjb,",",us,",",dyfi,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",,1.691,0.79,14.0,mww,earthquake,"M 6.3 - 138 km ESE of Shing?, Japan",Point,"[137.3029, 33.1492, 367]",137.3029,33.1492,367.0
Feature,us70004jea,6.1,"169 km NW of Naze, Japan",2019-07-13 00:57:44.339,2019-09-28 20:01:16.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70004jea,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70004jea&format=geojson,22.0,3.1,3.422,green,reviewed,0,579,us,70004jea,",us70004jea,",",us,",",dyfi,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",,2.51,1.19,11.0,mww,earthquake,"M 6.1 - 169 km NW of Naze, Japan",Point,"[128.1534, 29.3533, 251]",128.1534,29.3533,251.0
Feature,us70003v3j,6.4,"Izu Islands, Japan region",2019-06-04 04:39:16.961,2019-08-27 17:47:26.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70003v3j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003v3j&format=geojson,4.0,3.1,0.0,green,reviewed,0,631,us,70003v3j,",us70003v3j,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,3.224,0.85,21.0,mww,earthquake,"M 6.4 - Izu Islands, Japan region",Point,"[139.289, 29.0665, 422]",139.289,29.0665,422.0
Feature,us60003s0e,4.9,"7 km NW of ?hara, Japan",2019-05-25 06:20:46.279,2019-10-01 22:50:15.465,,https://earthquake.usgs.gov/earthquakes/eventpage/us60003s0e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003s0e&format=geojson,185.0,4.8,3.883,green,reviewed,0,458,us,60003s0e,",us60003s0e,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.871,0.95,83.0,mww,earthquake,"M 4.9 - 7 km NW of ?hara, Japan",Point,"[140.3329, 35.3002, 30.01]",140.3329,35.3002,30.01
Feature,us70003ld5,5.7,"59 km SSE of Koshima, Japan",2019-05-15 05:24:31.606,2019-08-07 22:03:37.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70003ld5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003ld5&format=geojson,1.0,2.2,3.613,green,reviewed,0,500,us,70003ld5,",us70003ld5,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,3.395,1.3,38.0,mww,earthquake,"M 5.7 - 59 km SSE of Koshima, Japan",Point,"[130.7116, 29.7216, 29]",130.7116,29.7216,29.0
Feature,us70003l7d,5.2,"98 km E of Shikotan, Russia",2019-05-14 20:55:26.801,2019-08-07 22:03:35.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70003l7d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003l7d&format=geojson,,,3.017,green,reviewed,0,416,us,70003l7d,",us70003l7d,",",us,",",losspager,origin,phase-data,shakemap,",,3.871,0.92,54.0,mww,earthquake,"M 5.2 - 98 km E of Shikotan, Russia",Point,"[147.9466, 43.8717, 39.12]",147.9466,43.8717,39.12
Feature,us70003j46,6.2,"43 km ESE of Miyazaki, Japan",2019-05-09 23:48:42.779,2020-07-07 22:53:25.325,,https://earthquake.usgs.gov/earthquakes/eventpage/us70003j46,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003j46&format=geojson,31.0,6.0,5.962,green,reviewed,0,610,us,70003j46,",us70003j46,",",us,",",dyfi,ground-failure,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.575,0.67,17.0,mww,earthquake,"M 6.2 - 43 km ESE of Miyazaki, Japan",Point,"[131.8483, 31.7772, 22]",131.8483,31.7772,22.0
Feature,us70003j3g,5.6,"46 km ESE of Miyazaki, Japan",2019-05-09 22:43:23.033,2019-08-01 17:15:08.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70003j3g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003j3g&format=geojson,8.0,3.9,3.966,green,reviewed,0,486,us,70003j3g,",us70003j3g,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.572,0.73,24.0,mww,earthquake,"M 5.6 - 46 km ESE of Miyazaki, Japan",Point,"[131.8869, 31.8013, 22]",131.8869,31.8013,22.0
Feature,us70003gpe,5.1,"58 km SSW of Shikotan, Russia",2019-05-04 16:40:24.294,2019-07-25 18:54:16.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70003gpe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003gpe&format=geojson,,,3.645,green,reviewed,0,400,us,70003gpe,",us70003gpe,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",,4.69,1.07,105.0,mww,earthquake,"M 5.1 - 58 km SSW of Shikotan, Russia",Point,"[146.347, 43.3501, 35.97]",146.347,43.3501,35.97
Feature,us70003d16,5.4,"39 km ENE of Shizunai-furukawach?, Japan",2019-04-27 17:24:45.654,2019-07-13 18:42:44.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us70003d16,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003d16&format=geojson,15.0,3.9,3.926,green,reviewed,0,454,us,70003d16,",us70003d16,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.506,1.05,65.0,mww,earthquake,"M 5.4 - 39 km ENE of Shizunai-furukawach?, Japan",Point,"[142.8191, 42.4547, 110.52]",142.8191,42.4547,110.52
