id,mag,place,time,updated,cdi,status,tsunami,sig,ids,nst,dmin,rms,gap,Longitud,Latitud,profundidad
uu60422367,4.32,"28 km E of La Sal, Utah",2020-12-20 02:11:06.190,2021-02-27 23:26:22.040,3.6,reviewed,0,295,",uu60422367,us7000csk8,",22.0,0.051,0.13,83.0,-108.9293333,38.2731667,0.02
uu60422357,3.31,"28 km E of La Sal, Utah",2020-12-20 01:53:43.060,2021-02-27 23:26:21.040,2.2,reviewed,0,170,",uu60422357,us7000csk3,",20.0,0.045,0.11,83.0,-108.922,38.2766667,0.75
us7000csht,2.5,"3 km NE of Eastborough, Kansas",2020-12-19 19:18:18.159,2021-02-27 23:26:16.040,4.7,reviewed,0,176,",us7000csht,",43.0,0.66,0.24,48.0,-97.2365,37.7145,7.82
us7000cshp,3.4,"5 km NE of Eastborough, Kansas",2020-12-19 18:52:23.610,2021-02-27 23:26:15.040,5.2,reviewed,0,380,",us7000cshp,",43.0,0.673,0.3,99.0,-97.2149,37.7205,5.0
us7000cshm,3.4,"4 km NE of Eastborough, Kansas",2020-12-19 18:47:54.655,2022-01-31 17:38:54.775,4.0,reviewed,0,500,",us7000cshm,",43.0,0.644,0.32,63.0,-97.2279,37.7156,5.0
us7000cshl,2.7,"2 km ENE of Eastborough, Kansas",2020-12-19 18:40:46.378,2021-02-27 23:26:14.040,5.2,reviewed,0,203,",us7000cshl,",43.0,0.649,1.06,64.0,-97.2329,37.6969,5.0
nc73500430,2.9,"23km NNE of San Ardo, CA",2020-12-19 18:40:10.630,2022-08-09 01:55:11.435,3.4,reviewed,0,131,",nc73500430,us7000cshk,",76.0,0.033,0.11,73.0,-120.7705,36.1935,7.73
nn00793590,2.6,"25 km S of Mina, Nevada",2020-12-19 17:45:54.652,2021-02-27 23:26:13.040,,reviewed,0,104,",us7000csh4,nn00793590,",26.0,0.036,0.1383,77.43,-118.0977,38.1577,4.8
nn00793585,3.0,"26 km S of Mina, Nevada",2020-12-19 17:43:19.155,2021-02-27 23:26:13.040,,reviewed,0,138,",us7000csh1,nn00793585,",26.0,0.039,0.121,48.57,-118.1007,38.1563,4.8
us7000csh0,2.6,"1 km NE of Eastborough, Kansas",2020-12-19 17:42:04.685,2021-03-14 23:26:18.553,6.1,reviewed,0,266,",us7000csh0,",43.0,0.635,0.43,77.0,-97.2506,37.701,4.1
us7000csef,2.8,Western Montana,2020-12-19 10:01:02.080,2021-02-27 23:26:07.040,2.0,reviewed,0,121,",us7000csef,mb80480604,",43.0,0.223,0.45,69.0,-112.4902,45.5857,16.5
nn00793499,2.5,"33 km SE of Mina, Nevada",2020-12-19 07:38:03.158,2021-02-27 23:26:06.040,,reviewed,0,96,",us7000csdm,nn00793499,",22.0,0.01,0.1334,48.16,-117.8593,38.1652,7.5
us7000csbi,3.0,"35 km NNE of Lowman, Idaho",2020-12-19 03:56:31.293,2021-02-27 23:26:03.040,2.2,reviewed,0,139,",us7000csbi,mb80480569,",43.0,0.264,0.78,46.0,-115.4521,44.3767,10.0
ci39497079,2.85,"13km SE of Olancha, CA",2020-12-18 18:57:12.620,2022-08-09 01:54:03.782,2.7,reviewed,0,126,",ci39497079,us7000cs8f,",42.0,0.095,0.15,29.0,-117.8928333,36.2081667,1.93
ci39496959,3.24,"81km ESE of Maneadero, B.C., MX",2020-12-18 16:41:35.750,2021-02-27 23:25:48.040,2.7,reviewed,0,162,",ci39496959,us7000cs6r,",5.0,0.123,0.08,147.0,-115.7486667,31.5108333,13.83
nc73499875,3.97,"13km NNE of Petrolia, CA",2020-12-18 16:13:42.360,2021-02-27 23:25:47.040,3.8,reviewed,0,253,",nc73499875,us7000cs5s,",30.0,0.083,0.14,87.0,-124.2291667,40.4311667,25.76
ok2020yuip,2.54,"4 km E of Enid, Oklahoma",2020-12-18 15:55:24.820,2021-02-27 23:25:47.040,3.4,reviewed,0,101,",ok2020yuip,us7000cs5p,",101.0,0.0,0.22,37.0,-97.82466667,36.40366667,7.0
nn00793362,2.6,"33 km SE of Mina, Nevada",2020-12-18 15:01:21.884,2021-02-27 23:25:46.040,,reviewed,0,104,",us7000cs5b,nn00793362,",30.0,0.009,0.1599,48.77,-117.8607,38.1635,7.8
us7000cs57,2.6,"34 km NNE of Lowman, Idaho",2020-12-18 14:41:24.884,2021-02-27 23:25:45.040,,reviewed,0,104,",mb80480439,us7000cs57,",43.0,0.256,0.6,51.0,-115.4485,44.3696,10.0
us7000cs53,2.7,"32 km NNE of Lowman, Idaho",2020-12-18 13:20:00.932,2021-02-27 23:25:45.040,,reviewed,0,112,",mb80480399,us7000cs53,",43.0,0.249,0.75,96.0,-115.4801,44.3608,10.0
us7000cs3c,2.5,"34 km NNE of Lowman, Idaho",2020-12-18 11:08:07.723,2021-02-27 23:25:42.040,,reviewed,0,96,",mb80480374,us7000cs3c,",43.0,0.264,0.31,51.0,-115.4622,44.3768,10.0
us7000cs2k,2.6,"32 km NNE of Lowman, Idaho",2020-12-18 08:44:48.412,2021-02-27 23:25:41.040,,reviewed,0,104,",mb80480359,us7000cs2k,",43.0,0.242,0.86,51.0,-115.4766,44.3541,10.0
us7000cs2i,2.7,"34 km NNE of Lowman, Idaho",2020-12-18 08:40:54.122,2021-02-27 23:25:41.040,,reviewed,0,112,",mb80480349,us7000cs2i,",43.0,0.262,0.62,51.0,-115.4695,44.3746,11.91
us7000cs2g,2.5,"31 km NNE of Lowman, Idaho",2020-12-18 08:34:26.134,2021-02-27 23:25:40.040,,reviewed,0,96,",mb80480344,us7000cs2g,",43.0,0.23,0.44,60.0,-115.4707,44.3419,4.77
us7000cs28,2.5,"16 km N of Golconda, Nevada",2020-12-18 07:26:44.744,2021-02-27 23:25:39.040,,reviewed,0,96,",nn00793306,us7000cs28,",43.0,0.692,0.58,74.0,-117.4674,41.099,10.0
us7000cs08,2.7,"58 km S of Whites City, New Mexico",2020-12-18 04:45:32.301,2021-02-27 23:25:22.040,,reviewed,0,112,",us7000cs08,",43.0,0.118,0.25,59.0,-104.31,31.6555,5.0
us7000crzx,2.7,"35 km NNE of Lowman, Idaho",2020-12-18 02:47:13.339,2021-02-27 23:25:21.040,2.2,reviewed,0,112,",us7000crzx,mb80480314,",43.0,0.256,0.74,49.0,-115.4241,44.3694,10.0
us7000crym,2.5,"25 km S of Stanley, Idaho",2020-12-17 22:06:01.138,2021-02-27 23:25:17.040,,reviewed,0,96,",mb80480294,us7000crym,",43.0,0.217,1.08,91.0,-114.9578,43.9908,10.0
uw61705871,2.58,"9 km NNW of Queets, Washington",2020-12-17 20:16:39.530,2021-02-27 23:25:56.040,,reviewed,0,102,",us7000cs89,uw61705871,",17.0,0.119,0.21,185.0,-124.380333333333,47.6208333333333,25.74
us7000cruu,2.7,"18 km S of Stanley, Idaho",2020-12-17 17:04:45.736,2021-02-27 23:25:15.040,,reviewed,0,112,",mb80480224,us7000cruu,",43.0,0.158,0.41,84.0,-114.947,44.0499,10.0
ci39496207,2.57,"13km SE of Olancha, CA",2020-12-17 16:34:59.380,2021-02-27 23:25:14.040,,reviewed,0,102,",ci39496207,us7000cruh,",39.0,0.094,0.15,30.0,-117.8958333,36.2058333,2.16
uu60422157,2.73,"9 km NW of Circleville, Utah",2020-12-17 15:09:25.100,2021-02-27 23:25:12.040,2.2,reviewed,0,115,",uu60422157,us7000crt7,",29.0,0.242,0.24,45.0,-112.3381667,38.2328333,2.94
us7000crs3,3.3,"22 km WSW of Coyanosa, Texas",2020-12-17 10:23:54.286,2021-02-27 23:25:09.040,,reviewed,0,168,",us7000crs3,",43.0,0.019,0.58,45.0,-103.2644,31.1408,5.0
nn00793161,3.1,"26 km S of Mina, Nevada",2020-12-17 09:31:01.088,2021-02-27 23:25:09.040,2.7,reviewed,0,148,",nn00793161,us7000crry,",32.0,0.035,0.1589,42.9,-118.0947,38.1517,6.7
ci39495743,2.75,"13km SE of Olancha, CA",2020-12-17 05:41:02.510,2021-02-27 23:25:06.040,,reviewed,0,116,",ci39495743,us7000crr7,",43.0,0.094,0.15,31.0,-117.8933333,36.2068333,2.11
nn00793096,2.5,"26 km S of Mina, Nevada",2020-12-17 01:50:12.143,2021-02-27 23:25:05.040,,reviewed,0,96,",us7000crqa,nn00793096,",27.0,0.029,0.1522,127.66,-118.0877,38.1536,7.5
us7000crpw,3.3,"17 km NW of Midland, Texas",2020-12-17 00:51:43.462,2021-02-27 23:25:04.040,2.0,reviewed,0,168,",us7000crpw,",43.0,0.115,0.43,31.0,-102.2024,32.1082,3.11
nn00793018,2.8,"27 km S of Mina, Nevada",2020-12-16 19:19:45.212,2021-02-27 23:25:01.040,,reviewed,0,121,",us7000crni,nn00793018,",27.0,0.021,0.1378,45.97,-118.0742,38.1478,5.2
us7000crn2,3.4,"7 km N of Parkville, Minnesota",2020-12-16 18:18:08.344,2021-02-27 23:25:00.040,,reviewed,0,178,",us7000crn2,",43.0,0.806,1.28,82.0,-92.5715,47.595,0.0
us7000crm0,3.4,"30 km NNE of Wright, Wyoming",2020-12-16 17:06:25.161,2021-02-27 23:24:58.040,,reviewed,0,178,",us7000crm0,",43.0,0.913,0.73,94.0,-105.2866,43.9771,0.0
nc73498630,2.53,"9km E of Mammoth Lakes, CA",2020-12-16 07:33:44.340,2021-02-27 23:24:53.040,,reviewed,0,98,",nc73498630,us7000cri2,nn00792883,",28.0,0.017,0.03,84.0,-118.8796667,37.6348333,5.43
nc73498540,2.71,"60km W of Ferndale, CA",2020-12-16 04:18:39.340,2021-02-27 23:24:50.040,,reviewed,0,113,",nc73498540,us7000crfy,",29.0,0.507,0.16,304.0,-124.9645,40.6455,22.88
nn00792777,2.6,"26 km S of Mina, Nevada",2020-12-16 00:51:44.758,2021-02-27 23:24:48.040,,reviewed,0,104,",us7000crer,nn00792777,",27.0,0.025,0.1384,107.58,-118.0831,38.1556,8.3
us7000crbx,2.7,"43 km NNW of Stanley, Idaho",2020-12-15 20:28:39.973,2021-02-20 16:12:22.040,2.2,reviewed,0,112,",mb80480044,us7000crbx,",43.0,0.389,0.6,56.0,-115.2082,44.5582,12.65
uw61705566,3.2,"0 km NNE of Enetai, Washington",2020-12-15 16:27:13.410,2021-02-20 16:12:20.040,3.1,reviewed,0,326,",uw61705566,us7000craq,",93.0,0.086,0.37,21.0,-122.593333333333,47.5928333333333,25.85
nc73498140,3.54,"10km ENE of Morgan Hill, CA",2020-12-15 14:59:41.220,2021-02-20 18:07:02.040,3.8,reviewed,0,420,",nc73498140,us7000cr91,",148.0,0.06,0.12,37.0,-121.5483333,37.1608333,3.85
nc73498145,3.68,"10km ENE of Morgan Hill, CA",2020-12-15 14:58:40.020,2023-03-16 00:47:14.238,4.3,reviewed,0,638,",ew1608044319,nc73498145,us7000cr8s,",163.0,0.06,0.16,31.0,-121.5493333,37.1605,4.34
nn00792602,2.5,"27 km S of Mina, Nevada",2020-12-15 13:43:45.059,2021-02-20 16:12:13.040,,reviewed,0,96,",us7000cr8j,nn00792602,",29.0,0.025,0.1609,43.18,-118.0767,38.1449,5.0
nn00792567,2.6,"24 km SSE of Mina, Nevada",2020-12-15 11:55:35.606,2021-02-20 16:12:13.040,,reviewed,0,104,",us7000cr8a,nn00792567,",28.0,0.015,0.1321,52.68,-118.0534,38.1744,4.9
nn00792496,3.3,"25 km S of Mina, Nevada",2020-12-15 07:37:33.189,2021-02-20 16:12:11.040,,reviewed,0,168,",nn00792496,us7000cr77,",33.0,0.039,0.1488,42.36,-118.1018,38.1627,4.7
nn00792442,3.3,California-Nevada border region,2020-12-15 05:54:42.533,2021-02-20 16:12:10.040,,reviewed,0,168,",us7000cr6t,nn00792442,",28.0,0.031,0.1492,42.12,-118.0907,38.1673,4.7
nn00792430,3.6,"27 km S of Mina, Nevada",2020-12-15 05:41:36.358,2022-08-09 01:49:55.605,2.0,reviewed,0,200,",nn00792430,us7000cr6m,",30.0,0.022,0.1693,43.03,-118.0754,38.1478,5.1
us7000cr6f,2.5,"58 km S of Whites City, New Mexico",2020-12-15 05:13:13.012,2021-02-20 16:12:10.040,,reviewed,0,96,",us7000cr6f,",43.0,0.111,0.36,62.0,-104.3714,31.6502,5.0
nn00792265,4.3,"29 km SSE of Mina, Nevada",2020-12-15 00:35:22.346,2022-08-09 01:49:11.868,4.3,reviewed,0,286,",nn00792265,us7000cr4n,",33.0,0.025,0.1472,27.42,-117.942,38.1598,10.8
nn00792258,2.7,"25 km S of Mina, Nevada",2020-12-15 00:29:22.083,2021-02-20 16:12:07.040,,reviewed,0,112,",us7000cr4m,nn00792258,",29.0,0.038,0.1418,108.1,-118.1006,38.1594,4.7
nn00792238,3.1,"24 km S of Mina, Nevada",2020-12-14 23:23:50.032,2021-02-20 16:12:07.040,,reviewed,0,148,",us7000cr3y,nn00792238,",9.0,0.019,0.1614,206.27,-118.0682,38.1743,6.8
nn00792248,2.9,"25 km S of Mina, Nevada",2020-12-14 23:23:44.259,2020-12-15 02:31:14.028,,reviewed,0,129,",nn00792248,",24.0,0.033,0.1636,68.75,-118.0927,38.1654,3.5
nn00792206,2.8,"26 km S of Mina, Nevada",2020-12-14 22:24:23.292,2021-02-20 16:12:06.040,2.2,reviewed,0,121,",nn00792206,us7000cr3t,",29.0,0.045,0.1494,78.02,-118.1087,38.1518,4.6
nn00792158,4.7,"26 km S of Mina, Nevada",2020-12-14 21:20:10.831,2022-06-16 17:57:12.563,3.8,reviewed,0,346,",us7000cr37,nn00792158,",33.0,0.056,0.1432,42.76,-118.1231,38.1554,5.2
nc73497720,2.55,"4km NE of Greenhorn, CA",2020-12-14 20:33:18.090,2021-02-20 16:12:05.040,2.7,reviewed,0,101,",nc73497720,nn00792145,us7000cr2h,",37.0,0.267,0.14,90.0,-120.7151667,39.928,0.11
us7000cr2d,3.3,"27 km ESE of Wright, Wyoming",2020-12-14 20:31:24.037,2021-02-20 16:12:04.040,,reviewed,0,168,",us7000cr2d,",43.0,0.955,0.45,78.0,-105.1808,43.6436,0.0
us7000cr1z,3.3,"8 km ESE of Lima, Montana",2020-12-14 20:00:03.289,2021-02-20 16:12:02.040,2.0,reviewed,0,168,",mb80479589,us7000cr1z,",43.0,0.074,0.44,74.0,-112.4934,44.6178,8.95
ci37308332,2.83,"17km N of Fillmore, CA",2020-12-14 18:01:55.300,2021-02-20 16:12:23.040,,reviewed,0,123,",ci37308332,us7000crdt,",32.0,0.14,0.25,35.0,-118.894,34.548,21.18
ci39729840,2.81,"16km N of Fillmore, CA",2020-12-14 18:01:42.440,2022-08-09 01:48:19.235,2.2,reviewed,0,123,",ci39729840,us7000cr16,",68.0,0.136,0.26,23.0,-118.8973333,34.5443333,19.42
nc73497495,3.06,"52km W of Petrolia, CA",2020-12-14 05:32:39.120,2021-02-20 16:11:49.040,1.0,reviewed,0,144,",nc73497495,us7000cqwy,",28.0,0.436,0.23,261.0,-124.8995,40.3806667,14.74
nn00792012,2.5,"33 km SE of Mina, Nevada",2020-12-14 04:36:42.994,2021-02-20 16:11:49.040,,reviewed,0,96,",us7000cqwl,nn00792012,",31.0,0.011,0.1368,43.97,-117.8824,38.1499,10.4
nm60337191,2.81,"8 km N of Dyersburg, Tennessee",2020-12-13 23:53:13.850,2022-05-31 14:24:07.845,3.1,reviewed,0,147,",nm60337191,us7000cqv8,",60.0,0.026,0.15,31.0,-89.3975,36.1105,10.62
us7000cqtw,2.7,"5 km W of Andover, Kansas",2020-12-13 17:26:46.905,2021-02-20 16:11:44.040,5.2,reviewed,0,167,",us7000cqtw,",43.0,0.719,0.34,121.0,-97.2026,37.7197,5.0
nn00791882,2.5,"33 km SE of Mina, Nevada",2020-12-13 12:10:52.623,2021-02-20 16:11:42.040,,reviewed,0,96,",us7000cqs3,nn00791882,",25.0,0.014,0.1162,45.72,-117.8848,38.147,9.5
us7000cqs1,3.2,"14 km WSW of Stanley, Idaho",2020-12-13 12:05:22.217,2021-02-20 16:11:41.040,2.2,reviewed,0,158,",us7000cqs1,mb80479354,",43.0,0.101,0.69,75.0,-115.0996,44.1641,10.0
nc73497300,2.83,"18km SW of Toms Place, CA",2020-12-13 10:37:24.410,2022-08-09 01:47:05.517,2.2,reviewed,0,124,",nc73497300,us7000cqrj,",36.0,0.118,0.04,61.0,-118.846,37.4721667,5.54
ok2020ykqm,2.63,"2 km NW of Coyle, Oklahoma",2020-12-13 08:32:32.710,2021-02-20 16:11:38.040,2.2,reviewed,0,107,",ok2020ykqm,us7000cqqu,",100.0,0.0,0.17,21.0,-97.2595,35.974,6.76
us7000cqpw,2.5,"21 km WNW of Stanley, Idaho",2020-12-13 05:44:43.469,2021-02-20 16:11:36.040,,reviewed,0,96,",mb80479349,us7000cqpw,",43.0,0.177,0.24,66.0,-115.1597,44.323,10.16
nc73497120,2.72,"5km NW of The Geysers, CA",2020-12-13 01:11:51.490,2021-02-20 16:11:36.040,,reviewed,0,114,",nc73497120,us7000cqnn,",78.0,0.005,0.07,34.0,-122.799,38.8045,2.77
nc73497020,3.02,"20km NNE of Rockport, CA",2020-12-12 19:20:12.790,2021-12-22 03:26:20.070,3.8,reviewed,0,143,",nc73497020,us7000cqmi,",23.0,0.082,0.12,118.0,-123.7551667,39.9101667,5.74
nn00791523,3.1,"26 km S of Mina, Nevada",2020-12-12 09:56:10.066,2021-02-20 16:11:29.040,2.7,reviewed,0,148,",nn00791523,us7000cqj2,",32.0,0.027,0.161,44.14,-118.0855,38.1526,7.8
nn00791517,3.1,"26 km S of Mina, Nevada",2020-12-12 08:56:41.841,2021-02-20 16:11:29.040,,reviewed,0,148,",nn00791494,us7000cqiu,nn00791517,",24.0,0.03,0.1798,127.6,-118.0891,38.1545,6.6
nn00792111,2.6,"27 km S of Mina, Nevada",2020-12-12 08:33:11.651,2021-02-20 16:12:00.040,,reviewed,0,104,",us7000cr17,nn00792111,",25.0,0.043,0.119,78.77,-118.1007,38.1398,6.8
nn00791462,3.9,"27 km S of Mina, Nevada",2020-12-12 08:25:01.979,2021-08-27 22:09:34.574,2.0,reviewed,0,234,",nn00791462,us7000cqij,",32.0,0.043,0.1493,43.25,-118.1032,38.145,6.8
nn00791440,3.7,"25 km S of Mina, Nevada",2020-12-12 07:52:59.110,2021-02-20 16:11:28.040,2.2,reviewed,0,211,",nn00791440,us7000cqia,",28.0,0.032,0.1569,77.16,-118.0928,38.1604,5.0
nn00791435,4.9,"26 km S of Mina, Nevada",2020-12-12 07:50:52.930,2021-02-20 16:11:27.040,4.3,reviewed,0,408,",nn00791435,us7000cqi3,",30.0,0.04,0.1745,43.01,-118.1008,38.1497,6.4
us7000cqh1,2.5,"34 km NNW of Stanley, Idaho",2020-12-12 04:25:33.739,2021-02-20 16:11:26.040,,reviewed,0,96,",mb80479284,us7000cqh1,",43.0,0.306,0.36,77.0,-115.1781,44.4756,10.0
nn00791411,2.6,"25 km S of Mina, Nevada",2020-12-12 04:06:43.693,2021-02-20 16:11:25.040,,reviewed,0,104,",us7000cqgz,nn00791411,",27.0,0.03,0.132,76.9,-118.0894,38.1633,3.9
us7000cr0s,2.6,"59 km S of Whites City, New Mexico",2020-12-12 03:52:31.014,2021-02-20 16:11:59.040,,reviewed,0,104,",us7000cr0s,",43.0,0.136,0.32,60.0,-104.3147,31.6376,5.0
us7000cqgx,2.8,"58 km S of Whites City, New Mexico",2020-12-12 03:50:10.686,2021-02-20 16:11:25.040,,reviewed,0,121,",us7000cqgx,",43.0,0.118,0.38,59.0,-104.298,31.6549,5.0
us7000cqdb,3.6,"46 km NNW of Stanley, Idaho",2020-12-11 19:40:31.157,2021-02-20 16:11:23.040,3.8,reviewed,0,202,",us7000cqdb,mb80479234,",43.0,0.417,0.48,30.0,-115.2287,44.5826,11.02
nn00791335,2.7,"38 km SE of Mina, Nevada",2020-12-11 18:36:43.906,2021-02-20 16:11:23.040,,reviewed,0,112,",us7000cqct,nn00791335,",27.0,0.043,0.1223,69.87,-117.7587,38.1859,10.6
us7000cqcr,2.8,Minnesota,2020-12-11 18:30:10.559,2021-02-20 16:11:22.040,,reviewed,0,121,",us7000cqcr,",43.0,1.138,0.85,74.0,-93.0114,47.4489,0.0
us7000cqbm,3.0,"6 km N of Mountain Iron, Minnesota",2020-12-11 16:52:09.514,2021-02-20 16:11:21.040,,reviewed,0,138,",us7000cqbm,",43.0,0.839,0.42,82.0,-92.6212,47.5893,0.0
us7000cqa4,2.5,"26 km NW of Stanley, Idaho",2020-12-11 15:29:05.214,2021-02-20 16:11:19.040,,reviewed,0,96,",mb80479224,us7000cqa4,",43.0,0.228,0.62,74.0,-115.1925,44.3717,10.0
nc73496370,2.76,"10km ESE of Willits, CA",2020-12-11 07:24:34.300,2021-02-20 16:11:16.040,3.7,reviewed,0,144,",nc73496370,us7000cq5r,",55.0,0.073,0.08,41.0,-123.253,39.3706667,6.84
nn00791186,2.8,"29 km S of Mina, Nevada",2020-12-11 03:09:03.181,2021-02-20 16:11:15.040,,reviewed,0,121,",us7000cq3i,nn00791186,",30.0,0.036,0.144,46.94,-118.0732,38.1283,3.7
nc73496250,2.55,"50km W of Petrolia, CA",2020-12-11 02:36:43.850,2021-02-20 16:11:14.040,2.0,reviewed,0,100,",nc73496250,us7000cq3b,",30.0,0.417,0.18,245.0,-124.8728333,40.388,14.16
nn00791153,2.7,"25 km S of Mina, Nevada",2020-12-11 00:50:44.391,2021-02-20 16:11:14.040,,reviewed,0,112,",us7000cpyq,nn00791153,",30.0,0.016,0.1034,68.72,-118.0712,38.1643,7.7
nn00791125,2.6,"24 km S of Mina, Nevada",2020-12-10 22:23:56.159,2021-02-20 16:11:12.040,,reviewed,0,104,",us7000cpxy,nn00791125,",29.0,0.026,0.1225,76.26,-118.0825,38.1708,4.1
nc73496145,2.59,"26km W of Petrolia, CA",2020-12-10 19:49:09.480,2021-02-20 16:11:11.040,2.7,reviewed,0,103,",nc73496145,us7000cpw5,",29.0,0.218,0.14,231.0,-124.5865,40.368,22.61
us7000cpvm,3.1,"29 km NE of Ranchester, Wyoming",2020-12-10 19:18:18.056,2021-02-20 16:11:10.040,,reviewed,0,148,",us7000cpvm,",43.0,1.68,0.49,99.0,-106.8578,45.0676,0.0
nn00791087,3.0,"36 km SE of Mina, Nevada",2020-12-10 16:28:01.460,2021-02-20 16:11:08.040,2.2,reviewed,0,139,",nn00791087,us7000cpte,",28.0,0.056,0.1437,66.68,-117.7888,38.1826,10.5
us7000cprd,2.7,"2 km NE of Eastborough, Kansas",2020-12-10 13:36:17.272,2021-02-20 16:11:06.040,3.8,reviewed,0,160,",us7000cprd,",43.0,0.662,0.24,77.0,-97.2385,37.706,5.0
ci39489951,2.8,"2km SSE of Guadalupe Victoria, B.C., MX",2020-12-10 10:36:31.590,2021-02-20 16:11:04.040,,reviewed,0,121,",ci39489951,us7000cpq6,",33.0,0.034,0.24,70.0,-115.0981667,32.275,19.88
nc73496000,2.63,"25km ENE of Hornbrook, CA",2020-12-10 10:07:39.660,2021-02-20 16:11:04.040,2.2,reviewed,0,107,",nc73496000,us7000cpq3,",18.0,0.183,0.12,152.0,-122.2646667,41.9726667,11.81
us7000cpph,2.6,"2 km NNE of Eastborough, Kansas",2020-12-10 08:34:29.894,2021-02-20 16:11:04.040,4.0,reviewed,0,259,",us7000cpph,",43.0,0.633,0.26,98.0,-97.2478,37.71,5.64
ok2020yepc,2.63,"10 km NNE of Quinlan, Oklahoma",2020-12-10 01:01:39.100,2021-02-20 16:11:01.040,,reviewed,0,106,",us7000cplj,ok2020yepc,",72.0,0.0,0.15,53.0,-98.98683333,36.53133333,7.57
ok2020yeov,3.02,"9 km NNE of Quinlan, Oklahoma",2020-12-10 00:53:25.719,2021-02-20 16:11:00.040,,reviewed,0,140,",us7000cpli,ok2020yeov,",73.0,0.0,0.13,53.0,-98.98816667,36.52983333,7.88
us7000cpip,3.1,"5 km N of Virginia, Minnesota",2020-12-09 18:23:54.345,2021-02-20 16:10:57.040,,reviewed,0,148,",us7000cpip,",43.0,0.789,1.03,81.0,-92.5241,47.5704,0.0
us7000cpfi,3.0,"4 km WNW of Robbinston, Maine",2020-12-09 12:31:16.046,2021-02-20 16:10:55.040,4.3,reviewed,0,192,",us7000cpfi,",43.0,0.226,0.2,110.0,-67.1595,45.0951,7.72
us7000cpf0,2.7,"54 km ENE of San Vicente, Mexico",2020-12-09 10:22:19.534,2021-02-20 16:10:54.040,,reviewed,0,112,",ci39489127,us7000cpf0,",43.0,0.112,0.7,79.0,-115.7016,31.4795,8.65
nc73495525,2.62,"13km W of Lakeport, CA",2020-12-09 10:14:47.120,2021-09-05 05:43:21.333,3.1,reviewed,0,112,",nc73495525,us7000cpex,",67.0,0.035,0.12,71.0,-123.0615,39.028,3.08
us7000cpec,4.4,"68 km SSW of El Progreso, Mexico",2020-12-09 07:03:59.639,2021-02-20 16:10:52.040,,reviewed,0,298,",us7000cpec,",43.0,1.504,0.83,70.0,-108.8901,24.8762,10.0
us7000cpdp,3.2,"10 km NNW of Bowdle, South Dakota",2020-12-09 05:59:27.050,2021-02-20 16:10:51.040,3.8,reviewed,0,162,",us7000cpdp,",43.0,1.215,0.37,41.0,-99.7214,45.5306,5.0
uu60421277,2.64,"13 km E of Hebgen Lake Estates, Montana",2020-12-08 23:32:40.780,2021-02-12 22:40:45.040,2.0,reviewed,0,107,",uu60421277,us7000cpai,",25.0,0.017,0.19,106.0,-111.0175,44.7748333,7.11
uu60421272,3.65,"28 km E of La Sal, Utah",2020-12-08 22:53:42.510,2021-05-05 19:13:36.872,3.1,reviewed,0,206,",uu60421272,us7000cpag,",18.0,0.048,0.11,84.0,-108.923,38.272,0.43
ci39488695,2.62,"17km N of Olancha, CA",2020-12-08 22:37:42.200,2022-08-09 01:45:07.713,2.2,reviewed,0,106,",ci39488695,us7000cpa8,",33.0,0.065,0.19,62.0,-117.9991667,36.437,4.37
ci39488679,2.74,"16km N of Olancha, CA",2020-12-08 22:31:13.340,2021-02-12 22:40:43.040,,reviewed,0,116,",ci39488679,us7000cpa6,",34.0,0.067,0.27,48.0,-117.998,36.43,2.53
nc73495325,2.79,"19km W of Petrolia, CA",2020-12-08 19:50:55.650,2021-02-12 22:40:41.040,1.0,reviewed,0,120,",ew1607457036,us7000cp8p,nc73495325,",29.0,0.122,0.16,250.0,-124.5016667,40.2985,21.32
nn00790725,2.5,"24 km S of Mina, Nevada",2020-12-08 18:38:37.413,2021-02-12 22:40:40.040,,reviewed,0,96,",us7000cp8a,nn00790725,",20.0,0.027,0.1713,44.08,-118.0845,38.1688,3.5
us7000cp87,3.1,"9 km NNW of Mountain Iron, Minnesota",2020-12-08 18:30:53.338,2021-02-12 22:37:59.040,,reviewed,0,148,",us7000cp87,",43.0,0.858,0.28,82.0,-92.6682,47.6128,0.0
nn00790706,3.1,"25 km S of Mina, Nevada",2020-12-08 17:48:21.835,2021-02-12 22:40:30.040,,reviewed,0,148,",us7000cp6y,nn00790706,",22.0,0.026,0.1782,42.61,-118.0854,38.157,7.1
us7000cp6l,3.0,"3 km NNE of Eastborough, Kansas",2020-12-08 16:54:03.780,2021-03-14 12:22:18.416,4.6,reviewed,0,598,",us7000cp6l,",43.0,0.654,0.32,98.0,-97.2422,37.718,5.0
nc73495245,2.68,"26km WNW of Petrolia, CA",2020-12-08 16:42:48.580,2021-02-12 22:40:29.040,,reviewed,0,110,",nc73495245,us7000cp6e,",30.0,0.206,0.16,235.0,-124.5875,40.3753333,23.96
us7000cp5j,2.8,"22 km NW of Stanley, Idaho",2020-12-08 14:34:53.166,2021-02-12 22:40:28.040,,reviewed,0,121,",mb80478974,us7000cp5j,",43.0,0.192,0.49,61.0,-115.1315,44.3627,9.82
us7000cp59,2.7,"18 km NNW of Stanley, Idaho",2020-12-08 13:20:11.827,2021-02-12 22:40:27.040,,reviewed,0,112,",mb80478964,us7000cp59,",43.0,0.161,0.46,59.0,-115.059,44.3568,9.22
